Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name
12-11-2025,UPI-BHARGAV SANDEEP DESAI-JUICE,,2228,,Groceries & Food,3,301,Groceries Expense Ledger
12-10-2025,UPI-ZOMATO-MUMBAI TRIP,,5694,,Transport & Travel,5,303,Travel Expense Ledger
20-02-2026,RENT PAYMENT-343459,,43912,,Rent & Housing,4,302,Rent Expense Ledger
13-01-2026,UPI-SWIGGY-BREAKFAST,,220,,Groceries & Food,3,301,Groceries Expense Ledger
26-05-2025,UPI-LENSKART-MISC-577294,,3562,,Miscellaneous,12,499,Miscellaneous Ledger
23-07-2025,UPI-MYNTRA-GOA TRIP EXPENSES,,12217,,Transport & Travel,5,303,Travel Expense Ledger
30-06-2025,UPI-MYNTRA-CONCERT TICKETS,,957,,Entertainment,8,306,Entertainment Expense Ledger
27-12-2025,UPI-MYNTRA-MISC-709007,,4282,,Miscellaneous,12,499,Miscellaneous Ledger
13-04-2025,UPI-RELIANCE DIGITAL-GAS CYLINDER PAYMENT,,4262,,Utilities & Bills,7,305,Utilities Expense Ledger
25-10-2025,UPI-MYNTRA-ONLINE COURSE,,2857,,Education & Books,10,308,Education Expense Ledger
03-01-2026,UPI-GOOGLEPAY-ELECTRONICS,,1141,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
14-02-2026,SALARY CREDIT FEB 2026,64489,,,Salary Income,1,201,Salary Ledger
03-08-2025,UPI-LENSKART-FOOD,,1305,,Groceries & Food,3,301,Groceries Expense Ledger
24-01-2026,UPI-AIRTEL PAYMENTS BANK-ONLINE SHOPPING,,18550,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
11-05-2025,BANK TRANSFER-HOUSE RENT-888325,,50904,,Rent & Housing,4,302,Rent Expense Ledger
03-02-2026,UPI-IRCTC UTS-MISC-882381,8156,,,Miscellaneous,12,499,Miscellaneous Ledger
17-05-2025,UPI-IRCTC UTS-TICKET-170984280,,699,,Transport & Travel,5,303,Travel Expense Ledger
23-08-2025,UPI-LENSKART-SHOPPING,,3837,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
16-01-2026,UPI-AIRTEL PAYMENTS BANK-SHOPPING,,9490,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
25-05-2025,UPI-UBER-BOOKS,,7582,,Education & Books,10,308,Education Expense Ledger
23-06-2025,DIVIDEND CREDIT HDFC BANK-759993,7757,,,Investment Income,2,202,Investment Income Ledger
19-12-2025,UPI-MYNTRA-MEDICAL BILL,,1277,,Health & Medical,9,307,Medical Expense Ledger
19-12-2025,DEC 2025 SALARY CREDIT,88291,,,Salary Income,1,201,Salary Ledger
20-11-2025,UPI-NETFLIX-JUICE,,847,,Groceries & Food,3,301,Groceries Expense Ledger
09-12-2025,UPI-SWIGGY-JUICE,,769,,Groceries & Food,3,301,Groceries Expense Ledger
15-10-2025,FLIPKART SUBSCRIPTION-195790,,1046,,Entertainment,8,306,Entertainment Expense Ledger
01-07-2025,UPI-RELIANCE DIGITAL-MUMBAI TRIP,,6819,,Transport & Travel,5,303,Travel Expense Ledger
04-08-2025,UPI-SPOTIFY-ELECTRICITY BILL,,3790,,Utilities & Bills,7,305,Utilities Expense Ledger
06-06-2025,JUN 2025 SALARY CREDIT,57576,,,Salary Income,1,201,Salary Ledger
25-02-2026,UPI-SPOTIFY-LAB TESTS,,590,,Health & Medical,9,307,Medical Expense Ledger
30-10-2025,UPI-ZERODHA BROKING LTD-SHOPPING,,13307,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
24-08-2025,UPI-NETFLIX-MISC-510243,,1261,,Miscellaneous,12,499,Miscellaneous Ledger
16-09-2025,NEFT CR-CREDIT CARD BILL PAYMENT-324910848,,75229,,Credit Card Payment,11,401,Credit Card Payment Ledger
11-03-2026,UPI-BHARGAV SANDEEP DESAI-BROADBAND BILL,,4752,,Utilities & Bills,7,305,Utilities Expense Ledger
26-05-2025,UPI-MYNTRA-CONCERT TICKETS,,3936,,Entertainment,8,306,Entertainment Expense Ledger
31-10-2025,DIVIDEND CREDIT HDFC BANK-410929,8997,,,Investment Income,2,202,Investment Income Ledger
02-10-2025,UPI-BHARGAV SANDEEP DESAI-MISC-436430,557,,,Miscellaneous,12,499,Miscellaneous Ledger
09-11-2025,CC BILL PAYMENT-510941699,,8354,,Credit Card Payment,11,401,Credit Card Payment Ledger
07-04-2025,UPI-PVR CINEMAS-CAB RIDE,,13940,,Transport & Travel,5,303,Travel Expense Ledger
12-02-2026,UPI-STARBUCKS-PHARMACY,,3915,,Health & Medical,9,307,Medical Expense Ledger
06-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-571562019,,72947,,Credit Card Payment,11,401,Credit Card Payment Ledger
23-10-2025,DIVIDEND CREDIT TATA POWER CO LTD-204700,742,,,Investment Income,2,202,Investment Income Ledger
10-12-2025,DEC 2025 SALARY CREDIT,83390,,,Salary Income,1,201,Salary Ledger
02-03-2026,UPI-NATURAL ICE CREAM-WATER BILL,,4020,,Utilities & Bills,7,305,Utilities Expense Ledger
14-12-2025,UPI-IRCTC UTS-GAMING,,2745,,Entertainment,8,306,Entertainment Expense Ledger
26-05-2025,UPI-IRCTC UTS-TICKET-740554953,,13953,,Transport & Travel,5,303,Travel Expense Ledger
27-10-2025,UPI-AIRTEL PAYMENTS BANK-GOA TRIP EXPENSES,,9839,,Transport & Travel,5,303,Travel Expense Ledger
07-11-2025,OLA CABS PAYMENT-387302378,,9135,,Transport & Travel,5,303,Travel Expense Ledger
02-09-2025,UPI-LENSKART-CAB RIDE,,8562,,Transport & Travel,5,303,Travel Expense Ledger
25-12-2025,UPI-BHARGAV SANDEEP DESAI-CAB RIDE,,271,,Transport & Travel,5,303,Travel Expense Ledger
07-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-768034233,,49849,,Credit Card Payment,11,401,Credit Card Payment Ledger
03-03-2026,NEFT CR-SALARY-HDFC BANK,72698,,,Salary Income,1,201,Salary Ledger
12-09-2025,CC BILL PAYMENT-477959121,,71211,,Credit Card Payment,11,401,Credit Card Payment Ledger
12-05-2025,NEFT-RENT-773217,,37793,,Rent & Housing,4,302,Rent Expense Ledger
25-03-2026,UPI-DMART-MISC-417942,12720,,,Miscellaneous,12,499,Miscellaneous Ledger
31-01-2026,UPI-PVR CINEMAS-DOCTOR CONSULTATION,,3356,,Health & Medical,9,307,Medical Expense Ledger
16-05-2025,UPI-MYNTRA-WATER BILL,,1635,,Utilities & Bills,7,305,Utilities Expense Ledger
02-03-2026,UPI-RELIANCE DIGITAL-ELECTRICITY BILL,,4728,,Utilities & Bills,7,305,Utilities Expense Ledger
11-02-2026,UPI-UBER-CLOTHING,,6759,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
06-10-2025,OLA CABS PAYMENT-284675578,,5773,,Transport & Travel,5,303,Travel Expense Ledger
02-11-2025,UPI-CROSSWORD BOOKSTORE-BROADBAND BILL,,1089,,Utilities & Bills,7,305,Utilities Expense Ledger
24-08-2025,UPI-CROSSWORD BOOKSTORE-DINNER,,1412,,Groceries & Food,3,301,Groceries Expense Ledger
20-04-2025,UPI-MYNTRA-BREAKFAST,,1469,,Groceries & Food,3,301,Groceries Expense Ledger
01-08-2025,UPI-LENSKART-DINNER,,953,,Groceries & Food,3,301,Groceries Expense Ledger
18-01-2026,NEFT-RENT-850018,,50674,,Rent & Housing,4,302,Rent Expense Ledger
02-04-2025,UPI-BHARGAV SANDEEP DESAI-MOVIE TICKETS,,3187,,Entertainment,8,306,Entertainment Expense Ledger
31-07-2025,UPI-SWIGGY-PHARMACY,,4099,,Health & Medical,9,307,Medical Expense Ledger
23-08-2025,UPI-AMAZON INDIA-CAB RIDE,,1116,,Transport & Travel,5,303,Travel Expense Ledger
13-10-2025,UPI-FLIPKART-MOVIE TICKETS,,1551,,Entertainment,8,306,Entertainment Expense Ledger
01-03-2026,UPI-DMART-MOVIE TICKETS,,3099,,Entertainment,8,306,Entertainment Expense Ledger
05-08-2025,UPI-APOLLO PHARMACY-MISC-130063,11778,,,Miscellaneous,12,499,Miscellaneous Ledger
05-08-2025,UPI-UBER-MEDICAL BILL,,619,,Health & Medical,9,307,Medical Expense Ledger
25-12-2025,UPI-CREDCLUB-CRED PAYMENT-712275729,,27026,,Credit Card Payment,11,401,Credit Card Payment Ledger
12-09-2025,NEFT CR-CREDIT CARD BILL PAYMENT-840408634,,60213,,Credit Card Payment,11,401,Credit Card Payment Ledger
21-06-2025,UPI-MYNTRA-MISC-494295,1392,,,Miscellaneous,12,499,Miscellaneous Ledger
12-09-2025,CC BILL PAYMENT-802994568,,47751,,Credit Card Payment,11,401,Credit Card Payment Ledger
22-05-2025,UPI-ZERODHA BROKING LTD-CONCERT TICKETS,,4663,,Entertainment,8,306,Entertainment Expense Ledger
04-06-2025,UPI-BHARGAV SANDEEP DESAI-LAB TESTS,,5289,,Health & Medical,9,307,Medical Expense Ledger
29-09-2025,UPI-PVR CINEMAS-COACHING FEES,,9295,,Education & Books,10,308,Education Expense Ledger
31-08-2025,UPI-SWIGGY-GAMING,,3603,,Entertainment,8,306,Entertainment Expense Ledger
28-02-2026,UPI-CROSSWORD BOOKSTORE-CAB RIDE,,12535,,Transport & Travel,5,303,Travel Expense Ledger
10-08-2025,DIVIDEND CREDIT CRISIL LIMITED-956238,4091,,,Investment Income,2,202,Investment Income Ledger
29-10-2025,UPI-CROSSWORD BOOKSTORE-MISC-462232,,544,,Miscellaneous,12,499,Miscellaneous Ledger
17-11-2025,UPI-BHARGAV SANDEEP DESAI-GAS CYLINDER PAYMENT,,3986,,Utilities & Bills,7,305,Utilities Expense Ledger
05-04-2025,UPI-ZOMATO-BROADBAND BILL,,4669,,Utilities & Bills,7,305,Utilities Expense Ledger
28-11-2025,UPI-MYNTRA-MOVIE TICKETS,,2380,,Entertainment,8,306,Entertainment Expense Ledger
04-06-2025,UPI-SPOTIFY-GAS CYLINDER PAYMENT,,3934,,Utilities & Bills,7,305,Utilities Expense Ledger
16-03-2026,UPI-ZERODHA BROKING LTD-MISC-496178,,4584,,Miscellaneous,12,499,Miscellaneous Ledger
25-05-2025,UPI-NETFLIX-MISC-811716,,2988,,Miscellaneous,12,499,Miscellaneous Ledger
29-08-2025,UPI-BHARGAV SANDEEP DESAI-COACHING FEES,,5930,,Education & Books,10,308,Education Expense Ledger
02-05-2025,SWIGGY SUBSCRIPTION-967965,,2739,,Entertainment,8,306,Entertainment Expense Ledger
29-03-2026,UPI-PVR CINEMAS-WATER BILL,,1219,,Utilities & Bills,7,305,Utilities Expense Ledger
30-09-2025,UPI-APOLLO PHARMACY-BREAKFAST,,493,,Groceries & Food,3,301,Groceries Expense Ledger
03-11-2025,UPI-STARBUCKS-GAMING,,1562,,Entertainment,8,306,Entertainment Expense Ledger
25-04-2025,UPI-ZERODHA BROKING LTD-BOOKS,,6240,,Education & Books,10,308,Education Expense Ledger
29-12-2025,UPI-UBER-ONLINE SHOPPING,,4958,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
16-06-2025,CC BILL PAYMENT-482338399,,50002,,Credit Card Payment,11,401,Credit Card Payment Ledger
21-02-2026,CC BILL PAYMENT-793456096,,4729,,Credit Card Payment,11,401,Credit Card Payment Ledger
14-06-2025,UPI-SWIGGY-GOA TRIP EXPENSES,,12700,,Transport & Travel,5,303,Travel Expense Ledger
09-06-2025,UPI-FLIPKART-FOOD,,1376,,Groceries & Food,3,301,Groceries Expense Ledger
14-04-2025,UPI-GOOGLEPAY-WATER BILL,,1273,,Utilities & Bills,7,305,Utilities Expense Ledger
19-09-2025,UPI-CREDCLUB-CRED PAYMENT-389441900,,30320,,Credit Card Payment,11,401,Credit Card Payment Ledger
23-10-2025,UPI-NATURAL ICE CREAM-PHARMACY,,2780,,Health & Medical,9,307,Medical Expense Ledger
24-04-2025,SALARY CREDIT APR 2025,54678,,,Salary Income,1,201,Salary Ledger
08-01-2026,UPI-NETFLIX-ELECTRONICS,,6972,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
12-09-2025,UPI-RELIANCE DIGITAL-MISC-601233,,7130,,Miscellaneous,12,499,Miscellaneous Ledger
08-10-2025,UPI-DMART-DOCTOR CONSULTATION,,2381,,Health & Medical,9,307,Medical Expense Ledger
08-09-2025,UPI-BIG BAZAAR-CLOTHING,,1101,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
24-08-2025,ACH C- INFOSYS LIMITED DIVIDEND-576384,5672,,,Investment Income,2,202,Investment Income Ledger
21-10-2025,UPI-NETFLIX-CONCERT TICKETS,,4341,,Entertainment,8,306,Entertainment Expense Ledger
27-05-2025,ZERODHA BROKING LTD SUBSCRIPTION-122499,,1158,,Entertainment,8,306,Entertainment Expense Ledger
06-06-2025,UPI-BIG BAZAAR-MEDICAL BILL,,2676,,Health & Medical,9,307,Medical Expense Ledger
08-02-2026,DIVIDEND CREDIT TATA POWER CO LTD-418488,270,,,Investment Income,2,202,Investment Income Ledger
11-03-2026,UPI-ZERODHA BROKING LTD-SHOPPING,,5818,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
14-08-2025,UPI-PVR CINEMAS-COACHING FEES,,4776,,Education & Books,10,308,Education Expense Ledger
08-07-2025,UPI-DMART-MISC-968220,,1512,,Miscellaneous,12,499,Miscellaneous Ledger
21-11-2025,POS-GOOGLEPAY-MALL PURCHASE,,2268,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
27-08-2025,UPI-AIRTEL PAYMENTS BANK-DOCTOR CONSULTATION,,6391,,Health & Medical,9,307,Medical Expense Ledger
10-04-2025,UPI-DMART-COACHING FEES,,1233,,Education & Books,10,308,Education Expense Ledger
27-05-2025,NEFT-RENT-523240,,29435,,Rent & Housing,4,302,Rent Expense Ledger
17-12-2025,NEFT-RENT-995596,,53246,,Rent & Housing,4,302,Rent Expense Ledger
26-11-2025,UPI-NETFLIX-LAB TESTS,,6497,,Health & Medical,9,307,Medical Expense Ledger
10-04-2025,UPI-IRCTC UTS-JUICE,,1962,,Groceries & Food,3,301,Groceries Expense Ledger
20-06-2025,UPI-CROSSWORD BOOKSTORE-WATER BILL,,3532,,Utilities & Bills,7,305,Utilities Expense Ledger
24-06-2025,TCS LIMITED INTEREST CREDIT-629321,672,,,Investment Income,2,202,Investment Income Ledger
01-12-2025,UPI-NATURAL ICE CREAM-BOOKS,,5414,,Education & Books,10,308,Education Expense Ledger
08-04-2025,UPI-DOMINOS PIZZA-LUNCH,,240,,Groceries & Food,3,301,Groceries Expense Ledger
08-05-2025,UPI-CREDCLUB-CRED PAYMENT-693243644,,39498,,Credit Card Payment,11,401,Credit Card Payment Ledger
17-01-2026,UPI-SWIGGY-STATIONERY,,9579,,Education & Books,10,308,Education Expense Ledger
04-06-2025,UPI-OLA CABS-MISC-124648,,598,,Miscellaneous,12,499,Miscellaneous Ledger
24-11-2025,BANK TRANSFER-HOUSE RENT-355733,,40966,,Rent & Housing,4,302,Rent Expense Ledger
26-06-2025,UPI-AIRTEL PAYMENTS BANK-GAMING,,671,,Entertainment,8,306,Entertainment Expense Ledger
07-05-2025,UPI-APOLLO PHARMACY-BROADBAND BILL,,1374,,Utilities & Bills,7,305,Utilities Expense Ledger
28-06-2025,UPI-UBER-BOOKS,,378,,Education & Books,10,308,Education Expense Ledger
19-12-2025,UPI-LENSKART-PHARMACY,,998,,Health & Medical,9,307,Medical Expense Ledger
06-02-2026,UPI-DMART-MISC-365228,,12546,,Miscellaneous,12,499,Miscellaneous Ledger
28-01-2026,UPI-UBER-COACHING FEES,,931,,Education & Books,10,308,Education Expense Ledger
23-08-2025,POS-BHARGAV SANDEEP DESAI-MALL PURCHASE,,12170,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
30-11-2025,ACH C- INFOSYS LIMITED DIVIDEND-474485,2983,,,Investment Income,2,202,Investment Income Ledger
14-06-2025,CC BILL PAYMENT-200533117,,40867,,Credit Card Payment,11,401,Credit Card Payment Ledger
16-07-2025,UPI-CROSSWORD BOOKSTORE-CONCERT TICKETS,,3532,,Entertainment,8,306,Entertainment Expense Ledger
21-02-2026,UPI-MYNTRA-MISC-869565,,6376,,Miscellaneous,12,499,Miscellaneous Ledger
05-04-2025,UPI-PVR CINEMAS-LUNCH,,2402,,Groceries & Food,3,301,Groceries Expense Ledger
02-05-2025,UPI-PVR CINEMAS-ELECTRONICS,,3993,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
15-06-2025,BANK TRANSFER-HOUSE RENT-207792,,31122,,Rent & Housing,4,302,Rent Expense Ledger
10-04-2025,UPI-DMART-WATER BILL,,2793,,Utilities & Bills,7,305,Utilities Expense Ledger
06-06-2025,UPI-DMART-CLOTHING,,17497,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
30-10-2025,UPI-MYNTRA-MOBILE BILL,,2578,,Utilities & Bills,7,305,Utilities Expense Ledger
01-09-2025,DIVIDEND CREDIT ASIAN PAINTS LTD-154460,9549,,,Investment Income,2,202,Investment Income Ledger
19-02-2026,UPI-STARBUCKS-BREAKFAST,,737,,Groceries & Food,3,301,Groceries Expense Ledger
23-01-2026,NATURAL ICE CREAM SUBSCRIPTION-778066,,1994,,Entertainment,8,306,Entertainment Expense Ledger
03-08-2025,BANK TRANSFER-HOUSE RENT-563930,,40479,,Rent & Housing,4,302,Rent Expense Ledger
04-07-2025,UPI-NATURAL ICE CREAM-ELECTRICITY BILL,,1844,,Utilities & Bills,7,305,Utilities Expense Ledger
17-08-2025,UPI-BHARGAV SANDEEP DESAI-GAMING,,4903,,Entertainment,8,306,Entertainment Expense Ledger
01-11-2025,UPI-PVR CINEMAS-MOVIE TICKETS,,2430,,Entertainment,8,306,Entertainment Expense Ledger
07-07-2025,UPI-BIG BAZAAR-MISC-662473,,3208,,Miscellaneous,12,499,Miscellaneous Ledger
14-11-2025,UPI-IRCTC UTS-MUMBAI TRIP,,8981,,Transport & Travel,5,303,Travel Expense Ledger
28-08-2025,UPI-CREDCLUB-CRED PAYMENT-284954287,,17766,,Credit Card Payment,11,401,Credit Card Payment Ledger
18-10-2025,UPI-LENSKART-GOA TRIP EXPENSES,,9875,,Transport & Travel,5,303,Travel Expense Ledger
06-09-2025,UPI-NETFLIX-BREAKFAST,,165,,Groceries & Food,3,301,Groceries Expense Ledger
17-07-2025,UPI-SPOTIFY-MISC-371409,,13385,,Miscellaneous,12,499,Miscellaneous Ledger
12-03-2026,UPI-CROSSWORD BOOKSTORE-ONLINE SHOPPING,,5654,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
03-01-2026,DIVIDEND CREDIT RELIANCE INDUSTRIES-611566,6997,,,Investment Income,2,202,Investment Income Ledger
22-05-2025,UPI-AMAZON INDIA-BREAKFAST,,751,,Groceries & Food,3,301,Groceries Expense Ledger
11-02-2026,ACH C- TCS LIMITED DIVIDEND-391568,1033,,,Investment Income,2,202,Investment Income Ledger
25-09-2025,SEP 2025 SALARY CREDIT,81505,,,Salary Income,1,201,Salary Ledger
20-02-2026,UPI-SPOTIFY-PHARMACY,,7716,,Health & Medical,9,307,Medical Expense Ledger
17-01-2026,UPI-UBER-CLOTHING,,2190,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
02-09-2025,UPI-NATURAL ICE CREAM-PHARMACY,,4845,,Health & Medical,9,307,Medical Expense Ledger
09-04-2025,NEFT CR-CREDIT CARD BILL PAYMENT-415096272,,15645,,Credit Card Payment,11,401,Credit Card Payment Ledger
07-07-2025,UPI-IRCTC UTS-TICKET-229117277,,13361,,Transport & Travel,5,303,Travel Expense Ledger
15-10-2025,NEFT-RENT-752020,,59796,,Rent & Housing,4,302,Rent Expense Ledger
17-11-2025,UPI-PVR CINEMAS-CLOTHING,,14826,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
03-07-2025,ACH C- VEDANTA LIMITED DIVIDEND-162287,2731,,,Investment Income,2,202,Investment Income Ledger
21-05-2025,UPI-AK JUICE CENTRE-COACHING FEES,,2750,,Education & Books,10,308,Education Expense Ledger
29-01-2026,UPI-GOOGLEPAY-CAB RIDE,,6154,,Transport & Travel,5,303,Travel Expense Ledger
25-03-2026,UPI-AMAZON INDIA-GAS CYLINDER PAYMENT,,3931,,Utilities & Bills,7,305,Utilities Expense Ledger
09-10-2025,UPI-IRCTC UTS-TICKET-581363369,,13899,,Transport & Travel,5,303,Travel Expense Ledger
02-06-2025,UPI-BIG BAZAAR-MEDICAL BILL,,6153,,Health & Medical,9,307,Medical Expense Ledger
09-07-2025,BANK TRANSFER-HOUSE RENT-549813,,48277,,Rent & Housing,4,302,Rent Expense Ledger
07-04-2025,ACH C- ASIAN PAINTS LTD DIVIDEND-929690,9704,,,Investment Income,2,202,Investment Income Ledger
27-02-2026,APR FEB SALARY,66950,,,Salary Income,1,201,Salary Ledger
13-05-2025,SALARY CREDIT MAY 2025,40215,,,Salary Income,1,201,Salary Ledger
27-10-2025,DIVIDEND CREDIT VEDANTA LIMITED-634633,7500,,,Investment Income,2,202,Investment Income Ledger
09-07-2025,UPI-GOOGLEPAY-LAB TESTS,,3710,,Health & Medical,9,307,Medical Expense Ledger
19-10-2025,ICICI BANK INTEREST CREDIT-497783,5768,,,Investment Income,2,202,Investment Income Ledger
24-11-2025,STARBUCKS SUBSCRIPTION-873068,,3611,,Entertainment,8,306,Entertainment Expense Ledger
28-01-2026,NEFT CR-SALARY-TCS,40228,,,Salary Income,1,201,Salary Ledger
15-06-2025,UPI-STARBUCKS-ONLINE COURSE,,7001,,Education & Books,10,308,Education Expense Ledger
05-04-2025,UPI-CREDCLUB-DINNER,,1871,,Groceries & Food,3,301,Groceries Expense Ledger
20-05-2025,UPI-AIRTEL PAYMENTS BANK-ONLINE COURSE,,3979,,Education & Books,10,308,Education Expense Ledger
22-02-2026,AIRTEL PAYMENTS BANK SUBSCRIPTION-850887,,245,,Entertainment,8,306,Entertainment Expense Ledger
13-02-2026,POS-ZERODHA BROKING LTD-MALL PURCHASE,,4765,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
04-11-2025,NEFT-RENT-566995,,47405,,Rent & Housing,4,302,Rent Expense Ledger
05-11-2025,ACH C- HINDUSTAN UNILEVER LTD DIVIDEND-617965,2460,,,Investment Income,2,202,Investment Income Ledger
29-11-2025,UPI-ZOMATO-DOCTOR CONSULTATION,,6082,,Health & Medical,9,307,Medical Expense Ledger
03-06-2025,UPI-MYNTRA-STATIONERY,,7802,,Education & Books,10,308,Education Expense Ledger
27-02-2026,UPI-OLA CABS-ELECTRONICS,,19783,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
31-08-2025,UPI-CREDCLUB-CRED PAYMENT-964992949,,78733,,Credit Card Payment,11,401,Credit Card Payment Ledger
18-08-2025,SALARY CREDIT AUG 2025,44631,,,Salary Income,1,201,Salary Ledger
06-10-2025,UPI-BHARGAV SANDEEP DESAI-ELECTRONICS,,3968,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
18-04-2025,UPI-MYNTRA-ELECTRONICS,,12946,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
31-05-2025,UPI-ZERODHA BROKING LTD-PHARMACY,,2801,,Health & Medical,9,307,Medical Expense Ledger
25-12-2025,VEDANTA LIMITED INTEREST CREDIT-854981,3880,,,Investment Income,2,202,Investment Income Ledger
01-05-2025,UPI-OLA CABS-GAS CYLINDER PAYMENT,,1430,,Utilities & Bills,7,305,Utilities Expense Ledger
06-11-2025,UPI-SPOTIFY-GAS CYLINDER PAYMENT,,1705,,Utilities & Bills,7,305,Utilities Expense Ledger
29-06-2025,APR JUN SALARY,69491,,,Salary Income,1,201,Salary Ledger
20-08-2025,UPI-ZERODHA BROKING LTD-ONLINE SHOPPING,,6664,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
15-07-2025,CC BILL PAYMENT-546431292,,75219,,Credit Card Payment,11,401,Credit Card Payment Ledger
08-08-2025,UPI-ZERODHA BROKING LTD-ELECTRONICS,,3095,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
18-12-2025,RENT PAYMENT-292376,,57737,,Rent & Housing,4,302,Rent Expense Ledger
18-07-2025,CC BILL PAYMENT-955642027,,34302,,Credit Card Payment,11,401,Credit Card Payment Ledger
24-10-2025,UPI-CROSSWORD BOOKSTORE-MUMBAI TRIP,,3498,,Transport & Travel,5,303,Travel Expense Ledger
21-09-2025,BANK TRANSFER-HOUSE RENT-703151,,29709,,Rent & Housing,4,302,Rent Expense Ledger
28-11-2025,UPI-CREDCLUB-GAS CYLINDER PAYMENT,,4903,,Utilities & Bills,7,305,Utilities Expense Ledger
08-03-2026,UPI-IRCTC UTS-BOOKS,,8516,,Education & Books,10,308,Education Expense Ledger
23-12-2025,UPI-AMAZON INDIA-MISC-214003,1911,,,Miscellaneous,12,499,Miscellaneous Ledger
18-06-2025,NEFT CR-SALARY-TCS,89589,,,Salary Income,1,201,Salary Ledger
12-04-2025,UPI-SPOTIFY-ONLINE COURSE,,9613,,Education & Books,10,308,Education Expense Ledger
05-07-2025,UPI-UBER-SHOPPING,,14580,,Shopping & Lifestyle,6,304,Shopping Expense Ledger
03-11-2025,UPI-RELIANCE DIGITAL-WATER BILL,,4686,,Utilities & Bills,7,305,Utilities Expense Ledger
19-04-2025,SALARY CREDIT APR 2025,79886,,,Salary Income,1,201,Salary Ledger
28-09-2025,UPI-DMART-GAS CYLINDER PAYMENT,,903,,Utilities & Bills,7,305,Utilities Expense Ledger
04-11-2025,UPI-UBER-CAB RIDE,,8096,,Transport & Travel,5,303,Travel Expense Ledger
31-07-2025,NEFT CR-SALARY-WIPRO,77711,,,Salary Income,1,201,Salary Ledger
06-01-2026,UPI-RELIANCE DIGITAL-BROADBAND BILL,,3991,,Utilities & Bills,7,305,Utilities Expense Ledger
09-05-2025,UPI-UBER-FOOD,,2176,,Groceries & Food,3,301,Groceries Expense Ledger
28-04-2025,DIVIDEND CREDIT TATA POWER CO LTD-176290,2778,,,Investment Income,2,202,Investment Income Ledger
